# kind,quest_id,creature_entry,display_id,x,y,z,orientation
giver,124,415,3358,-9259.44,-2243.22,64.0584,3.14159
giver,125,341,1748,-9279.22,-2268.53,67.6306,5.25344
giver,126,415,3358,-9259.44,-2243.22,64.0584,3.14159
giver,127,381,3360,-9261.03,-2172.66,64.2033,1.27409
giver,128,903,3446,-9412.65,-2255.45,67.6043,3.735
giver,129,379,3367,-9218.02,-2148.62,64.3548,4.47915
giver,130,464,2150,-9609.64,-1902.4,59.8859,4.09018
giver,131,342,1743,-9245.81,-2045.33,77.1861,5.23599
giver,132,266,1741,-9231.59,-2145.62,71.3951,5.35816
giver,133,289,4328,-10283.0,74.4014,38.9313,2.02458
giver,134,289,4328,-10283.0,74.4014,38.9313,2.02458
giver,135,234,1690,-10508.8,1045.23,60.7013,1.95477
giver,141,332,1736,-8815.27,362.3,109.604,4.55531
giver,142,234,1690,-10508.8,1045.23,60.7013,1.95477
giver,143,344,1753,-9218.61,-2221.8,67.6227,1.5708
giver,144,234,1690,-10508.8,1045.23,60.7013,1.95477
giver,145,344,1753,-9218.61,-2221.8,67.6227,1.5708
giver,146,263,4321,-10552.2,-1108.79,31.5114,3.22886
giver,147,240,1985,-9465.52,74.0069,56.7785,4.59022
giver,148,289,4328,-10283.0,74.4014,38.9313,2.02458
giver,149,265,4323,-10532.0,-1213.64,28.2175,0.150732
giver,150,381,3360,-9261.03,-2172.66,64.2033,1.27409
giver,151,238,1692,-9853.05,919.542,30.4614,4.7822
giver,152,392,1279,-11407.1,1966.15,10.5123,3.14159
giver,153,878,2373,-10636.3,1127.26,33.8767,5.91667
giver,154,302,915,-10780.2,-1380.28,39.7193,0.113498
giver,155,467,2311,-10508.4,1068.0,55.2111,2.1293
giver,156,273,1731,-10517.4,-1158.66,28.1995,5.21853
giver,157,265,4323,-10532.0,-1213.64,28.2175,0.150732
giver,158,289,4328,-10283.0,74.4014,38.9313,2.02458
giver,159,273,1731,-10517.4,-1158.66,28.1995,5.21853
giver,160,289,4328,-10283.0,74.4014,38.9313,2.02458
giver,161,1093,1685,-4737.9,-3263.86,310.34,2.82743
giver,163,633,1571,-10593.1,-1200.6,28.4989,6.11116
giver,164,633,1571,-10593.1,-1200.6,28.4989,6.11116
giver,165,633,1571,-10593.1,-1200.6,28.4989,6.11116
giver,166,234,1690,-10508.8,1045.23,60.7013,1.95477
giver,167,656,2363,-8469.0,501.28,99.912,1.801
giver,168,656,2363,-8469.0,501.28,99.912,1.801
giver,170,713,1355,-6216.53,339.002,383.454,3.90954
giver,174,276,4326,-10581.1,-1321.31,50.3933,0.466017
giver,175,276,4326,-10581.1,-1321.31,50.3933,0.466017
giver,177,302,915,-10780.2,-1380.28,39.7193,0.113498
giver,179,658,1362,-6236.74,331.113,382.911,3.00197
giver,181,276,4326,-10581.1,-1321.31,50.3933,0.466017
giver,182,786,1354,-6363.0,567.085,385.851,2.47837
giver,183,714,1363,-6222.47,688.973,385.002,4.97419
giver,214,820,2374,-10504.8,1033.25,95.7958,4.43314
giver,217,1092,1630,-5842.82,-2634.58,323.051,6.03884
giver,218,786,1354,-6363.0,567.085,385.851,2.47837
giver,219,349,1826,-8756.77,-2187.12,139.975,2.96706
giver,224,1089,1628,-5832.74,-2602.53,314.068,0.191986
giver,226,893,4329,-10314.2,625.039,26.6238,0.854613
giver,233,658,1362,-6236.74,331.113,382.911,3.00197
giver,234,714,1363,-6222.47,688.973,385.002,4.97419
giver,237,1091,1625,-5893.03,-2642.99,311.015,1.88496
giver,239,240,1985,-9465.52,74.0069,56.7785,4.59022
giver,240,272,1715,-10507.7,-1161.96,28.1995,4.57885
giver,244,464,2150,-9609.64,-1902.4,59.8859,4.09018
giver,245,888,2384,-10923.2,-384.928,39.4344,0.942478
giver,246,1070,2151,-9443.69,-2238.0,70.6904,3.735
giver,249,313,3348,-9553.08,-728.152,99.2522,2.16421
giver,250,1093,1685,-4737.9,-3263.86,310.34,2.82743
giver,251,263,4321,-10552.2,-1108.79,31.5114,3.22886
giver,252,268,4324,-10573.7,-1128.0,29.1669,3.47011
giver,253,263,4321,-10552.2,-1108.79,31.5114,3.22886
giver,255,1139,1597,-5305.5,-2948.04,334.277,4.95674
giver,257,1187,1356,-5691.63,-4296.11,407.828,5.72972
giver,258,1187,1356,-5691.63,-4296.11,407.828,5.72972
giver,262,311,4327,-10329.9,623.241,26.8738,5.81832
giver,263,1090,1629,-5858.19,-2641.15,309.157,3.05433
giver,265,265,4323,-10532.0,-1213.64,28.2175,0.150732
giver,266,267,1720,-10560.0,-1124.98,30.071,1.33736
giver,267,1092,1630,-5842.82,-2634.58,323.051,6.03884
giver,268,288,4325,-10731.4,337.138,38.4686,0.2883
giver,269,311,4327,-10329.9,623.241,26.8738,5.81832
giver,270,1212,5548,-8529.0,855.316,106.619,3.886
giver,271,1156,19826,-5667.48,-4248.17,407.194,4.67748
giver,273,1105,1572,-5359.14,-3020.87,319.665,4.06662
giver,274,1073,1672,-2648.59,-2459.22,80.4825,0.401426
giver,275,1244,480,-3261.47,-2720.74,9.53705,5.38068
giver,276,1244,480,-3261.47,-2720.74,9.53705,5.38068
giver,277,1244,480,-3261.47,-2720.74,9.53705,5.38068
giver,278,1093,1685,-4737.9,-3263.86,310.34,2.82743
giver,279,1242,3461,-3761.23,-733.229,8.04967,1.36835
giver,280,1093,1685,-4737.9,-3263.86,310.34,2.82743
giver,281,1242,3461,-3761.23,-733.229,8.04967,1.36835
giver,282,786,1354,-6363.0,567.085,385.851,2.47837
giver,287,1252,1376,-5644.37,-499.163,396.752,1.79769
giver,291,1252,1376,-5644.37,-499.163,396.752,1.79769
giver,297,1345,3432,-5713.75,-3783.78,323.018,5.55015
giver,298,1344,3437,-5694.65,-3812.45,321.7,1.09956
giver,301,1105,1572,-5359.14,-3020.87,319.665,4.06662
giver,302,1356,3594,-4631.19,-1303.73,503.465,2.6529
giver,307,1343,1894,-4825.92,-2676.82,341.206,3.68265
giver,308,1373,3438,-5605.96,-544.451,392.53,0.977384
giver,309,1379,1417,-5764.81,-3433.93,305.89,5.3058
giver,310,1375,3405,-5372.03,315.428,394.444,4.57276
giver,312,1266,1683,-5573.01,99.3317,483.91,5.11381
giver,313,1377,5106,-5473.19,-641.798,393.3,0.174533
giver,314,1265,1651,-5513.78,-1304.71,404.609,3.50811
giver,315,1374,3398,-5378.4,315.291,394.289,4.46804
giver,317,1378,5105,-5466.53,-632.141,393.939,0.0
giver,318,1378,5105,-5466.53,-632.141,393.939,0.0
giver,319,1374,3398,-5378.4,315.291,394.289,4.46804
giver,320,1374,3398,-5378.4,315.291,394.289,4.46804
giver,321,1217,3460,-3818.05,-827.299,9.67523,5.91667
giver,322,1217,3460,-3818.05,-827.299,9.67523,5.91667
giver,323,311,4327,-10329.9,623.241,26.8738,5.81832
giver,325,1416,4998,-8387.0,685.202,95.356,2.286
giver,332,1432,5074,-8848.26,614.981,95.2698,5.11381
giver,333,1427,5551,-8782.9,640.188,97.4065,5.68977
giver,334,1428,5552,-8777.6,713.496,99.6172,0.593412
giver,343,1444,5549,-8623.24,766.655,97.4033,0.837758
giver,344,1440,5553,-8346.0,383.928,122.374,2.242
giver,345,951,3253,-8874.87,-186.332,82.1206,1.309
giver,346,951,3253,-8874.87,-186.332,82.1206,1.309
giver,347,341,1748,-9279.22,-2268.53,67.6306,5.25344
giver,350,332,1736,-8815.27,362.3,109.604,4.55531
giver,353,1416,4998,-8387.0,685.202,95.356,2.286
giver,354,1500,3516,2262.26,244.257,33.717,3.42085
giver,355,1500,3516,2262.26,244.257,33.717,3.42085
giver,356,1495,2858,2022.33,74.046,36.5297,0.0
giver,357,1498,4055,1766.27,66.6262,-46.2381,5.39307
giver,358,1499,3514,2305.91,265.164,38.7532,0.837758
giver,359,1499,3514,2305.91,265.164,38.7532,0.837758
giver,360,1495,2858,2022.33,74.046,36.5297,0.0
giver,362,1500,3516,2262.26,244.257,33.717,3.42085
giver,363,1568,1582,1671.89,1678.29,120.802,0.0349066
giver,364,1569,1584,1843.32,1639.9,97.8113,4.60767
giver,365,1519,1648,2205.75,1184.52,32.328,1.16937
giver,366,1498,4055,1766.27,66.6262,-46.2381,5.39307
giver,367,1518,1565,2259.04,347.048,36.1025,4.86947
giver,368,1518,1565,2259.04,347.048,36.1025,4.86947
giver,369,1518,1565,2259.04,347.048,36.1025,4.86947
giver,370,1515,1649,2278.08,295.587,35.3301,1.93731
giver,371,1515,1649,2278.08,295.587,35.3301,1.93731
giver,372,1515,1649,2278.08,295.587,35.3301,1.93731
giver,374,1652,1666,2270.7,279.998,35.3226,2.70526
giver,375,1521,3515,2249.06,236.785,41.2981,0.0
giver,376,1661,1593,1847.73,1638.65,97.0169,4.15388
giver,380,1570,1583,1848.82,1580.47,94.7451,1.79769
giver,381,1570,1583,1848.82,1580.47,94.7451,1.79769
giver,382,1570,1583,1848.82,1580.47,94.7451,1.79769
giver,383,1570,1583,1848.82,1580.47,94.7451,1.79769
giver,384,1267,1684,-5596.21,-504.132,400.714,2.44346
giver,385,1154,1596,-5621.8,-4248.88,408.011,4.34587
giver,389,1646,1357,-8550.24,719.661,101.802,2.53073
giver,391,1719,1865,-8799.57,828.396,97.754,0.968697
giver,392,1719,1865,-8799.57,828.396,97.754,0.968697
giver,393,1646,1357,-8550.24,719.661,101.802,2.53073
giver,394,482,3246,-8854.12,575.652,101.15,4.11898
giver,395,332,1736,-8815.27,362.3,109.604,4.55531
giver,396,1646,1357,-8550.24,719.661,101.802,2.53073
giver,399,1646,1357,-8550.24,719.661,101.802,2.53073
giver,400,1872,3415,-5573.78,-464.455,402.145,3.9968
giver,401,268,4324,-10573.7,-1128.0,29.1669,3.47011
giver,404,1496,2855,2287.66,403.372,34.0048,3.10669
giver,405,1499,3514,2305.91,265.164,38.7532,0.837758
giver,407,1518,1565,2259.04,347.048,36.1025,4.86947
giver,408,1499,3514,2305.91,265.164,38.7532,0.837758
giver,409,1497,3518,2574.63,-48.2606,33.7965,2.39245
giver,411,1497,3518,2574.63,-48.2606,33.7965,2.39245
giver,412,1269,3440,-5497.94,-455.835,395.438,5.63683
giver,413,1374,3398,-5378.4,315.291,394.289,4.46804
giver,414,1959,1891,-5479.75,-2447.09,400.675,3.54302
giver,415,1872,3415,-5573.78,-464.455,402.145,3.9968
giver,416,1340,1892,-5365.12,-2938.79,326.76,2.33269
giver,418,1963,1404,-5394.1,-2954.41,322.141,0.349066
giver,419,1960,5131,-5163.74,-2329.58,400.675,1.46608
giver,420,1965,1567,-6235.87,152.989,428.399,2.04204
giver,421,1938,1278,552.829,1593.87,130.219,1.31373
giver,422,1938,1278,552.829,1593.87,130.219,1.31373
giver,423,1938,1278,552.829,1593.87,130.219,1.31373
giver,424,1938,1278,552.829,1593.87,130.219,1.31373
giver,425,1950,3540,1290.69,1204.7,52.8049,2.98451
giver,426,1496,2855,2287.66,403.372,34.0048,3.10669
giver,427,1515,1649,2278.08,295.587,35.3301,1.93731
giver,428,1952,3545,522.449,1626.15,104.997,1.48353
giver,429,1950,3540,1290.69,1204.7,52.8049,2.98451
giver,430,1937,1661,522.449,1652.3,125.843,4.86947
giver,432,1254,1569,-5726.58,-1600.29,386.084,3.33358
giver,433,1977,1570,-5714.72,-1580.0,383.288,1.0472
giver,434,7766,6632,-8409.0,450.793,123.76,2.185
giver,435,1978,2684,1409.68,1090.26,53.7694,5.95157
giver,436,1105,1572,-5359.14,-3020.87,319.665,4.06662
giver,437,1952,3545,522.449,1626.15,104.997,1.48353
giver,438,1952,3545,522.449,1626.15,104.997,1.48353
giver,440,1952,3545,522.449,1626.15,104.997,1.48353
giver,441,1499,3514,2305.91,265.164,38.7532,0.837758
giver,442,1952,3545,522.449,1626.15,104.997,1.48353
giver,443,1952,3545,522.449,1626.15,104.997,1.48353
giver,444,1937,1661,522.449,1652.3,125.843,4.86947
giver,445,1518,1565,2259.04,347.048,36.1025,4.86947
giver,446,1498,4055,1766.27,66.6262,-46.2381,5.39307
giver,447,1937,1661,522.449,1652.3,125.843,4.86947
giver,448,1937,1661,522.449,1652.3,125.843,4.86947
giver,449,1950,3540,1290.69,1204.7,52.8049,2.98451
giver,450,2055,1680,1434.48,404.854,-85.1753,2.26893
giver,451,1937,1661,522.449,1652.3,125.843,4.86947
giver,452,2058,1679,-416.182,1496.91,19.8534,0.314159
giver,453,273,1731,-10517.4,-1158.66,28.1995,5.21853
giver,454,2057,1416,-5762.77,-3433.36,305.765,5.3058
giver,455,1342,1893,-4678.5,-2695.41,319.614,4.06662
giver,463,1239,1699,-3792.5,-840.038,9.90435,0.969448
giver,466,1377,5106,-5473.19,-641.798,393.3,0.174533
giver,467,1340,1892,-5365.12,-2938.79,326.76,2.33269
giver,468,1340,1892,-5365.12,-2938.79,326.76,2.33269
giver,469,2093,1409,-3232.96,-2453.78,15.471,3.82227
giver,470,2111,1407,-3746.29,-877.423,10.1325,1.18682
giver,471,2094,1408,-3684.2,-743.032,10.2493,5.06965
giver,477,2121,1948,520.624,1602.92,126.53,1.50098
giver,479,2121,1948,520.624,1602.92,126.53,1.50098
giver,480,2121,1948,520.624,1602.92,126.53,1.50098
giver,481,2121,1948,520.624,1602.92,126.53,1.50098
giver,482,1938,1278,552.829,1593.87,130.219,1.31373
giver,484,2094,1408,-3684.2,-743.032,10.2493,5.06965
giver,492,1518,1565,2259.04,347.048,36.1025,4.86947
giver,493,1937,1661,522.449,1652.3,125.843,4.86947
giver,494,2214,2863,-611.302,401.456,83.1437,0.401426
giver,496,2216,1660,-6.60232,-899.436,57.6278,0.191986
giver,498,2229,3685,-40.6782,-956.998,56.2796,2.05949
giver,499,2216,1660,-6.60232,-899.436,57.6278,0.191986
giver,516,2121,1948,520.624,1602.92,126.53,1.50098
giver,526,1217,3460,-3818.05,-827.299,9.67523,5.91667
giver,527,2215,1645,-33.3555,-927.892,54.5261,1.54421
giver,528,2215,1645,-33.3555,-927.892,54.5261,1.54421
giver,529,2215,1645,-33.3555,-927.892,54.5261,1.54421
giver,530,2050,4011,1604.32,278.268,-55.2596,3.61283
giver,531,1187,1356,-5691.63,-4296.11,407.828,5.72972
giver,532,2215,1645,-33.3555,-927.892,54.5261,1.54421
giver,538,1440,5553,-8346.0,383.928,122.374,2.242
giver,539,2215,1645,-33.3555,-927.892,54.5261,1.54421
giver,540,2277,3702,-817.945,-551.606,15.4026,1.79769
giver,541,2215,1645,-33.3555,-927.892,54.5261,1.54421
giver,542,2277,3702,-817.945,-551.606,15.4026,1.79769
giver,546,2418,1646,-20.3249,-920.868,55.449,6.14526
giver,579,2504,1573,-8347.0,418.2,122.374,0.634
giver,590,6784,5509,2126.65,1305.98,53.9885,2.83146
giver,593,2530,4663,-13650.9,-268.997,8.30007,2.29079
giver,783,823,2072,-8947.64,-132.319,83.7199,3.33358
giver,943,2911,1650,-3813.62,-837.888,17.1641,1.43117
giver,971,2786,3599,-4598.87,-1115.45,505.022,1.76278
giver,1013,2934,5751,1529.36,357.607,-61.4169,4.99164
giver,1014,1938,1278,552.829,1593.87,130.219,1.31373
giver,1066,2216,1660,-6.60232,-899.436,57.6278,0.191986
giver,1067,2216,1660,-6.60232,-899.436,57.6278,0.191986
giver,1073,4081,2184,-4842.96,-1283.51,501.951,1.55334
giver,1074,4081,2184,-4842.96,-1283.51,501.951,1.55334
giver,1076,4078,2181,-8999.45,801.736,105.47,6.03884
giver,1077,4078,2181,-8999.45,801.736,105.47,6.03884
giver,1078,4078,2181,-8999.45,801.736,105.47,6.03884
giver,1097,415,3358,-9259.44,-2243.22,64.0584,3.14159
giver,1098,1952,3545,522.449,1626.15,104.997,1.48353
giver,1103,7007,5767,430.385,1881.86,15.4168,5.13127
giver,1338,1343,1894,-4825.92,-2676.82,341.206,3.68265
giver,1339,1340,1892,-5365.12,-2938.79,326.76,2.33269
giver,1358,5204,4056,1442.86,392.127,-84.8985,2.3911
giver,1359,1937,1661,522.449,1652.3,125.843,4.86947
giver,1471,5675,3948,1711.59,57.1672,-62.2059,4.88692
giver,1472,5675,3948,1711.59,57.1672,-62.2059,4.88692
giver,1473,5675,3948,1711.59,57.1672,-62.2059,4.88692
giver,1474,5675,3948,1711.59,57.1672,-62.2059,4.88692
giver,1476,5693,4020,1782.99,59.5277,-61.4065,3.14937
giver,1478,5724,4107,2250.62,248.955,41.1981,6.02139
giver,1578,6031,4950,-4793.38,-1098.17,498.89,4.60767
giver,1618,6031,4950,-4793.38,-1098.17,498.89,4.60767
giver,1638,913,1300,-9461.85,109.353,57.8784,2.6529
giver,1639,6089,4996,-8612.75,382.771,103.011,1.22173
giver,1640,6090,5000,-8604.47,389.102,103.025,5.67232
giver,1641,6171,4885,-8546.0,845.796,106.601,4.73
giver,1643,6171,4885,-8546.0,845.796,106.601,4.73
giver,1644,6174,4888,-8832.27,613.706,94.2841,2.05949
giver,1645,6179,4892,-4633.52,-932.023,524.778,0.698132
giver,1647,6179,4892,-4633.52,-932.023,524.778,0.698132
giver,1648,6175,4889,-5015.19,-1054.03,501.733,1.27628
giver,1650,6171,4885,-8546.0,845.796,106.601,4.73
giver,1651,6182,4894,-11482.3,1557.41,48.7058,4.28651
giver,1652,6182,4894,-11482.3,1557.41,48.7058,4.28651
giver,1653,6171,4885,-8546.0,845.796,106.601,4.73
giver,1654,6181,4893,-5089.28,-782.95,495.279,5.77704
giver,1655,6241,4911,-5313.59,-2985.5,322.204,0.942478
giver,1665,6090,5000,-8604.47,389.102,103.025,5.67232
giver,1666,6089,4996,-8612.75,382.771,103.011,1.22173
giver,1667,294,1689,-9545.33,-1401.1,54.1478,3.14159
giver,1678,6114,4995,-5045.53,-1273.09,510.408,0.837758
giver,1679,1229,3431,-5605.73,-530.385,399.738,0.174533
giver,1680,6114,4995,-5045.53,-1273.09,510.408,0.837758
giver,1681,6031,4950,-4793.38,-1098.17,498.89,4.60767
giver,1682,6031,4950,-4793.38,-1098.17,498.89,4.60767
giver,1685,6121,4866,-9473.43,-8.58822,49.8779,6.23082
giver,1688,6122,4867,-8983.0,1041.52,101.487,4.66
giver,1689,6122,4867,-8983.0,1041.52,101.487,4.66
giver,1698,5479,3280,-8689.32,323.237,109.521,1.29154
giver,1699,6166,4944,-9222.58,-2147.87,63.814,3.92699
giver,1700,5413,4997,-8427.0,600.092,94.8158,3.281
giver,1701,5413,4997,-8427.0,600.092,94.8158,3.281
giver,1702,6166,4944,-9222.58,-2147.87,63.814,3.92699
giver,1703,5413,4997,-8427.0,600.092,94.8158,3.281
giver,1704,5413,4997,-8427.0,600.092,94.8158,3.281
giver,1705,1416,4998,-8387.0,685.202,95.356,2.286
giver,1706,1416,4998,-8387.0,685.202,95.356,2.286
giver,1708,6169,4999,-4812.48,-1250.62,502.014,4.62512
giver,1709,6169,4999,-4812.48,-1250.62,502.014,4.62512
giver,1715,6120,4865,-4618.12,-1090.13,501.452,3.26377
giver,1716,6122,4867,-8983.0,1041.52,101.487,4.66
giver,1717,6120,4865,-4618.12,-1090.13,501.452,3.26377
giver,1739,6122,4867,-8983.0,1041.52,101.487,4.66
giver,1778,6175,4889,-5015.19,-1054.03,501.733,1.27628
giver,1779,6179,4892,-4633.52,-932.023,524.778,0.698132
giver,1780,6174,4888,-8832.27,613.706,94.2841,2.05949
giver,1781,6171,4885,-8546.0,845.796,106.601,4.73
giver,1782,5413,4997,-8427.0,600.092,94.8158,3.281
giver,1783,6178,4891,-4613.03,-899.694,524.778,3.1765
giver,1784,6177,4890,-5784.32,-2055.22,408.232,0.05236
giver,1785,6178,4891,-4613.03,-899.694,524.778,3.1765
giver,1786,6173,4887,-8516.0,862.654,109.939,6.206
giver,1787,6172,4886,-9129.59,-984.313,76.1811,2.05949
giver,1788,6173,4887,-8516.0,862.654,109.939,6.206
giver,1789,6179,4892,-4633.52,-932.023,524.778,0.698132
giver,1790,6171,4885,-8546.0,845.796,106.601,4.73
giver,1793,6171,4885,-8546.0,845.796,106.601,4.73
giver,1794,5149,3087,-4601.65,-896.468,502.85,4.55531
giver,1806,6181,4893,-5089.28,-782.95,495.279,5.77704
giver,1818,2131,1599,2254.76,238.445,33.717,0.506145
giver,1819,1496,2855,2287.66,403.372,34.0048,3.10669
giver,1820,1496,2855,2287.66,403.372,34.0048,3.10669
giver,1821,1500,3516,2262.26,244.257,33.717,3.42085
giver,1822,1500,3516,2262.26,244.257,33.717,3.42085
giver,1846,6411,5235,1627.44,277.051,-43.0192,4.34587
giver,1847,6411,5235,1627.44,277.051,-43.0192,4.34587
giver,1860,328,1294,-9471.67,34.451,63.9038,4.62512
giver,1861,5497,3292,-8990.0,862.929,29.621,4.858
giver,1879,1228,10215,-5586.94,-537.173,403.624,5.89921
giver,1880,5144,3108,-4613.03,-929.032,501.152,1.3439
giver,1881,2128,1600,2256.81,233.219,41.1981,1.06465
giver,1882,4568,2657,1813.74,56.4138,-47.3038,3.05433
giver,1885,2130,1603,2271.04,242.997,41.1981,2.19912
giver,1919,328,1294,-9471.67,34.451,63.9038,4.62512
giver,1920,5497,3292,-8990.0,862.929,29.621,4.858
giver,1921,5497,3292,-8990.0,862.929,29.621,4.858
giver,1941,1309,1483,-8963.0,822.517,109.447,3.846
giver,1959,2128,1600,2256.81,233.219,41.1981,1.06465
giver,1960,4568,2657,1813.74,56.4138,-47.3038,3.05433
giver,1961,4568,2657,1813.74,56.4138,-47.3038,3.05433
giver,1962,4576,2634,1681.49,194.356,-62.0865,0.458519
giver,1978,6467,5206,1435.6,71.9724,-62.1954,1.01229
giver,1998,6467,5206,1435.6,71.9724,-62.1954,1.01229
giver,1999,6467,5206,1435.6,71.9724,-62.1954,1.01229
giver,2019,6467,5206,1435.6,71.9724,-62.1954,1.01229
giver,2038,6577,5376,-5368.99,-3746.97,304.797,2.00713
giver,2039,6569,5377,-4835.97,-1260.58,501.951,4.55531
giver,2040,6579,5378,-8391.0,634.764,94.89,3.194
giver,2041,6569,5377,-4835.97,-1260.58,501.951,4.55531
giver,2158,6774,5526,-9044.56,-45.9817,88.4193,3.08923
giver,2160,6782,9211,-6248.84,135.042,431.673,1.5708
giver,2205,917,1297,-9465.79,12.6454,63.9038,1.09956
giver,2206,332,1736,-8815.27,362.3,109.604,4.55531
giver,2218,1234,3436,-5604.44,-540.323,399.18,5.23599
giver,2238,5165,3101,-4647.56,-1124.38,501.967,1.55334
giver,2239,6886,5648,-5336.66,562.818,395.897,6.0912
giver,2281,6946,7613,-8819.92,362.534,109.604,5.2709
giver,2282,6966,5752,-9328.45,-2180.02,64.0383,1.93731
giver,2298,5165,3101,-4647.56,-1124.38,501.967,1.55334
giver,2299,1234,3436,-5604.44,-540.323,399.18,5.23599
giver,2300,917,1297,-9465.79,12.6454,63.9038,1.09956
giver,2358,7009,5768,-9332.6,-2180.06,62.0734,1.309
giver,2359,7024,5783,-11035.2,619.354,35.4196,3.97935
giver,2360,332,1736,-8815.27,362.3,109.604,4.55531
giver,2378,6467,5206,1435.6,71.9724,-62.1954,1.01229
giver,2480,2391,3678,-9.28586,-905.473,57.5575,1.37881
giver,2607,332,1736,-8815.27,362.3,109.604,4.55531
giver,2608,7207,6446,-8805.56,331.968,95.1986,3.15905
giver,2609,7207,6446,-8805.56,331.968,95.1986,3.15905
giver,2745,482,3246,-8854.12,575.652,101.15,4.11898
